P,K,temperature,humidity,ph,rainfall,temperature_min,phenological_stage,leaf_area_index,spad_value,GDD,Cumulative_GDD,Phenological_Stage_Num,Normalized_SPAD,Growth_Stage,Leaf_Age,Fertilizer_Type,Irrigation_mm,Crop_Yield_g_per_plant,Plant_Variety,Epigenetic_Markers,Soil_Nitrogen
138,197,9.535585543,80.73112694,5.908724337,69.44115171,8.498602478,Tillering,4.658138988,43.79139401,0,17845.23583,1,0.918591413,19144.89397,2,NPK,20,183.5,Variety_A,137.6250323,75.75911164
124,204,13.42988625,80.06633966,6.361141107,71.40043037,12.09332345,Panicle Initiation,3.66888529,25.51155967,2.761604851,17847.99744,2,-1.144903932,19148.66632,3,Urea,20,169.5,Variety_A,136.321809,44.13499823
138,200,9.851242629,80.22631717,5.96537863,68.42802444,7.999766348,Panicle Initiation,2.8154173,39.7748235,0,17847.99744,2,0.553631756,19148.81285,3,NPK,20,180.5,Variety_A,137.5328828,68.81044466
143,201,24.97256132,82.72828653,6.476757723,66.70016285,21.27846171,Tillering,3.512607591,46.27010114,13.12551151,17861.12295,1,1.190250497,19162.63555,2,Urea,20,192,Variety_A,148.1392224,80.04727497
142,202,27.23708304,82.94573346,6.224542938,70.42508897,26.07210157,Panicle Initiation,3.499302777,39.90797785,16.65459231,17877.77754,2,0.569488394,19181.27684,3,Urea,30,175,Variety_A,145.7024257,69.04080168
124,195,18.70679077,83.4795292,6.209928251,66.5964488,15.41429019,Flowering,3.972731235,46.13933052,7.060540482,17884.83808,3,1.27869797,19190.81081,4,Urea,20,178,Variety_A,139.9484379,79.8210418
134,204,9.949929082,82.55138983,5.841138354,66.00817551,5.981300133,Maturity,1.386044032,25.98185474,0,17884.83808,4,-1.085093009,19190.22412,5,NPK,20,186.5,Variety_A,140.2603496,44.9486087
25,51,26.47330219,80.92254421,6.283818329,53.65742581,24.01802986,Panicle Initiation,4.600473595,31.1392445,15.24566603,17900.08375,2,-0.47473309,19207.68422,3,Urea,30,97.5,Variety_A,87.02088398,53.87089299
19,55,25.18780042,83.44621709,6.818261383,46.87420883,23.39611783,Tillering,3.721938043,21.9614868,14.29195912,17914.37571,1,-1.473902853,19221.09764,2,Urea,30,96.5,Variety_A,88.08918554,37.99337216
30,50,25.29954705,81.77527562,6.37620108,57.04147057,21.21203026,Tillering,3.201226753,26.09647127,13.25578865,17927.63149,1,-1.020720596,19234.83272,2,Urea,30,92.5,Variety_A,86.33317728,45.1468953
8,50,24.74631269,88.30866319,6.581587932,57.95826144,22.64542055,Tillering,3.396522519,46.97493821,13.69586662,17941.32736,1,1.267498588,19249.72388,2,Urea,20,86,Variety_A,86.00180943,81.2666431
22,52,26.58740671,81.32563243,6.932739726,41.87540028,21.65189955,Maturity,1.605959003,40.58216986,14.11965313,17955.44701,4,0.65495298,19266.05297,5,Urea,30,83.5,Variety_A,84.75742273,70.20715386
26,55,24.53442564,88.989272,6.140099215,49.11618732,21.08622839,Panicle Initiation,1.884462231,47.68378603,12.81032701,17968.25734,2,1.495467738,19278.1418,3,Urea,20,80.5,Variety_A,87.69246579,82.49294983
27,45,26.0713757,88.7285657,6.467095849,57.79652846,23.91869607,Flowering,1.578740463,33.6790448,14.99503588,17983.25238,3,-0.171448818,19294.83112,4,Urea,30,78.5,Variety_A,86.07309064,58.2647475
22,53,25.96534238,89.77076659,6.849471704,59.46338556,24.03783702,Germination,2.694742218,38.17846104,15.0015897,17998.25397,0,0.447163768,19308.94871,1,Urea,30,80,Variety_A,88.18120327,66.0487376
22,45,26.22338015,85.34866045,6.512196212,54.60159289,23.31644581,Maturity,1.627353121,42.66041664,14.76991298,18013.02388,4,0.902635645,19327.65123,5,Urea,30,74.5,Variety_A,83.17100001,73.80252079
13,54,24.41311871,89.81574032,6.039584629,44.07843475,20.07294293,Tillering,3.442618888,31.68048769,12.24303082,18025.26691,1,-0.408728655,19339.70953,2,Urea,20,92.5,Variety_A,88.89686842,54.8072437
25,53,26.49195283,80.04678201,6.057697106,57.72799157,24.02732166,Tillering,4.744754186,29.26581745,15.25963725,18040.52655,1,-0.673369482,19357.2713,2,Urea,30,80.5,Variety_A,83.4547904,50.62986419
15,47,24.04355803,84.18406764,6.423898762,53.78929956,21.69233836,Panicle Initiation,3.54512779,30.89541001,12.8679482,18053.3945,2,-0.503770034,19370.93962,3,Urea,20,74,Variety_A,81.26379629,53.44905932
10,47,25.5421695,83.31883376,6.936997681,57.57343233,22.14365727,Tillering,1.29367618,30.39555226,13.84291338,18067.23741,1,-0.549553837,19382.53108,2,Urea,30,79,Variety_A,82.23848329,52.58430541
9,50,26.74550678,83.9195902,6.251286661,40.794305,25.42611999,Tillering,2.830359927,23.31430677,16.08581339,18083.32322,1,-1.325637724,19401.15358,2,Urea,30,89,Variety_A,85.10876981,40.33375071
17,46,25.7131428,80.22972777,6.190015912,43.08961827,24.20036239,Panicle Initiation,1.310477167,29.04295055,14.9567526,18098.27997,2,-0.724369508,19416.59045,3,Urea,30,83.5,Variety_A,81.71413055,50.24430445
12,51,25.76484262,84.1726996,6.681606702,44.22066914,22.65264227,Germination,1.679812089,28.23166615,14.20874245,18112.48872,0,-0.734000734,19430.16853,1,Urea,30,79,Variety_A,83.60125087,48.84078244
14,52,26.79489868,89.64815231,6.51075991,57.74091817,23.19212923,Germination,3.764699267,43.37434578,14.99351396,18127.48223,0,1.064165996,19448.24693,1,Urea,30,84,Variety_A,88.04849157,75.0376182
21,55,24.9004602,89.73524177,6.770278088,57.44942094,20.11432404,Panicle Initiation,2.358671754,29.74243393,12.50739212,18139.98962,2,-0.641071778,19462.34829,3,Urea,20,92.5,Variety_A,90.48997182,51.4544107
18,50,26.80750629,88.22874955,6.429788073,58.79889057,22.09584543,Flowering,4.347802681,33.57418823,14.45167586,18154.4413,3,-0.183652183,19480.7891,4,Urea,30,74.5,Variety_A,85.39525013,58.08334564
17,51,25.11189154,80.02621335,6.209888345,44.20656987,20.55116611,Panicle Initiation,4.468248039,38.99732669,12.83152882,18167.27283,2,0.461043825,19493.74108,3,Urea,30,85.5,Variety_A,82.7837963,67.46537517
14,50,26.2148837,87.6883982,6.419052193,59.65590798,23.75720792,Flowering,2.515266511,31.58817644,14.98604581,18182.25887,3,-0.414787221,19508.77414,4,Urea,30,84.5,Variety_A,86.4815839,54.64754524
8,52,24.9103226,86.97190046,6.237861736,49.48575692,23.7757407,Tillering,3.514924794,27.85017554,14.34303165,18196.60191,1,-0.828519714,19523.11683,2,Urea,20,78.5,Variety_A,84.09279631,48.18080368
19,49,25.79448878,84.26830701,6.762471629,56.45229202,21.19147245,Panicle Initiation,1.647195262,35.85668573,13.49298061,18210.09489,2,0.087041717,19536.74208,3,Urea,30,94,Variety_A,87.00943199,62.03206631
16,55,25.26931156,87.55055105,6.612847999,40.12650421,24.1485504,Germination,1.093808435,34.8492142,14.70893098,18224.80382,0,0.051821526,19549.89763,1,Urea,30,83,Variety_A,87.05070895,60.28914057
29,52,25.76402693,87.5931128,6.704688865,46.05122728,21.44496006,Flowering,1.08870314,46.166192,13.60449349,18238.40831,3,1.281824149,19567.49701,4,Urea,30,82,Variety_A,87.82498049,79.86751216
9,45,25.85483596,89.13163965,6.049609892,46.85176955,21.84852995,Flowering,4.836302894,25.00732494,13.85168295,18252.25999,3,-1.180676613,19586.0963,4,Urea,30,68.5,Variety_A,82.13752014,43.26267215
21,50,24.33528185,81.44030363,6.762030215,48.32113628,19.77306463,Panicle Initiation,3.219171166,29.07527212,12.05417324,18264.31417,2,-0.720520505,19596.53334,3,Urea,20,81,Variety_A,82.81148268,50.30022077
5,54,25.37601283,80.99313508,6.65398725,57.23028471,23.6497218,Maturity,2.420493178,43.28089849,14.51286732,18278.82703,4,0.976583841,19613.24753,5,Urea,30,87.5,Variety_A,83.43936502,74.87595439
28,54,24.86094646,85.05318563,6.738030547,55.29563514,23.798152,Germination,4.542206721,20.30364514,14.32954923,18293.15658,0,-1.675439367,19626.69879,1,Urea,20,97,Variety_A,89.51378973,35.12530609
29,51,24.71885473,88.94568335,6.095689937,48.45978627,21.51365438,Germination,1.533619014,47.51648138,13.11625456,18306.27284,0,1.556037356,19637.80646,1,Urea,20,84,Variety_A,87.91779753,82.20351279
15,45,24.21495706,84.20576992,6.538006356,48.01138482,21.592923,Tillering,1.478983329,33.60252763,12.90394003,18319.17678,1,-0.198078675,19652.65576,2,Urea,20,89,Variety_A,84.0116716,58.1323728
21,48,25.81692236,82.043255,6.377427122,54.82963379,24.56821373,Maturity,1.396010072,36.49519113,15.19256804,18334.36935,4,0.167872332,19671.76536,5,Urea,30,80.5,Variety_A,82.97485272,63.13668065
14,45,24.47018505,84.16390229,6.417011754,57.26773002,22.18213614,Panicle Initiation,2.660388634,49.92229457,13.3261606,18347.69551,2,1.76203973,19685.3559,3,Urea,20,82.5,Variety_A,82.62023222,86.36556961
5,47,24.13078816,84.84494575,6.649086972,51.19470197,22.94199567,Maturity,3.988462751,21.92765452,13.53639191,18361.2319,4,-1.568267157,19703.22036,5,Urea,20,75.5,Variety_A,81.06424032,37.93484232
8,51,26.1793464,86.52258079,6.25933595,49.43050977,22.08444821,Tillering,3.716336518,42.28289782,14.13189731,18375.3638,1,0.753264623,19715.08013,2,Urea,30,78.5,Variety_A,84.18863053,73.14941323
22,46,26.17668721,86.7295205,6.121168559,53.33484977,23.24628465,Panicle Initiation,1.31562565,48.58904603,14.71148593,18390.07528,2,1.603270302,19729.39091,3,Urea,30,88,Variety_A,86.50813627,84.05904963
7,55,26.03867719,84.6378378,6.031424482,44.3993381,21.86287024,Maturity,3.313749722,42.11180852,13.95077371,18404.02606,4,0.837253265,19748.33981,5,Urea,30,90.5,Variety_A,86.15324447,72.85342874
27,48,26.53259325,82.39053979,6.835268184,54.30660782,23.21013207,Germination,2.60856715,30.92986294,14.87136266,18418.89742,0,-0.413594583,19759.50599,1,Urea,30,96,Variety_A,87.40946811,53.50866289
10,53,26.81938687,87.8274604,6.551750306,46.06193778,22.61494603,Germination,1.395108872,39.2143701,14.71716645,18433.61458,0,0.570176158,19774.00969,1,Urea,30,86,Variety_A,87.37253513,67.84086027
16,46,25.50405534,81.40297428,6.940236218,48.47833278,21.92432769,Panicle Initiation,3.916197747,24.68534643,13.71419151,18447.32878,2,-1.243293241,19793.24497,3,Urea,30,71,Variety_A,80.06725101,42.70564932
18,52,26.20234499,80.38266489,6.87606733,56.47941847,21.96154005,Tillering,1.818206585,20.01476821,14.08194252,18461.41072,1,-1.687257543,19805.22893,2,Urea,30,85,Variety_A,83.99791084,34.625549
7,53,25.13735887,89.28272716,6.457216535,43.52897517,23.29467343,Maturity,1.047679079,37.42444072,14.21601615,18475.62673,4,0.278619053,19822.67441,5,Urea,30,75.5,Variety_A,84.97063705,64.74428245
6,53,25.92030221,83.47202566,6.921847888,42.10681516,24.8368137,Maturity,4.223534748,48.27637198,15.37855795,18491.00529,4,1.571937676,19842.22883,5,Urea,30,72.5,Variety_A,81.95724245,83.51812353
5,52,26.6634609,89.98405233,6.881425746,57.40847165,21.84619303,Germination,2.983558042,46.44019874,14.25482696,18505.26012,0,1.428230674,19852.24368,1,Urea,30,82,Variety_A,87.08626597,80.34154382
16,49,24.06731461,81.64075303,6.915717008,51.75212401,22.71652362,Germination,3.906482795,34.61068409,13.39191911,18518.65204,0,0.023496493,19867.55852,1,Urea,20,84,Variety_A,82.79673256,59.87648348
20,48,24.6774157,82.75411437,6.206247494,57.05709413,22.94868012,Maturity,4.632722372,22.14685928,13.81304791,18532.46509,4,-1.542142628,19887.09781,5,Urea,20,84.5,Variety_A,83.47177196,38.31406655
25,47,26.11440416,87.64081095,6.29542477,58.48160844,24.96541119,Maturity,4.582107571,23.31915964,15.53990768,18548.00499,4,-1.402429443,19903.5871,5,Urea,30,78.5,Variety_A,85.643422,40.34214618
7,51,26.81530456,87.65694462,6.399669044,55.74073582,25.71425521,Tillering,4.454259487,41.93537139,16.26477988,18564.26977,1,0.715176739,19917.72403,2,Urea,30,71,Variety_A,83.49439556,72.5481925
28,54,25.15623099,80.27525115,6.862157042,55.49541453,23.54663641,Germination,3.327558682,34.09514338,14.3514337,18578.62121,0,-0.037723064,19930.94877,1,Urea,30,92,Variety_A,86.3174122,58.98459805
25,52,25.2801372,83.15393658,6.224066378,49.29456609,23.36082831,Tillering,1.579232256,27.14294621,14.32048276,18592.94169,1,-0.906029989,19945.52092,2,Urea,30,87.5,Variety_A,85.823463,46.95729694
25,50,26.22005978,80.90127035,6.093814669,49.08553937,25.0191154,Maturity,3.722840798,27.26758231,15.61958759,18608.56128,4,-0.93186172,19967.28412,5,Urea,30,86,Variety_A,84.29494789,47.1729174
16,45,24.92093261,80.61750795,6.291540278,50.55710813,21.60597378,Tillering,4.997436502,39.55355052,13.2634532,18621.82473,1,0.454136106,19979.82217,2,Urea,20,75.5,Variety_A,79.75205119,68.4276424
12,46,26.21667586,81.01009354,6.32281728,54.65423596,22.91220302,Tillering,2.015861085,42.1066907,14.56443944,18636.38917,1,0.733952836,19992.40503,2,Urea,30,76.5,Variety_A,80.48540748,72.84457491
23,49,26.81383586,87.21986949,6.873283991,51.70497792,23.62757174,Tillering,1.964386988,36.20462709,15.2207038,18651.60987,1,0.08710385,20008.57426,2,Urea,30,77,Variety_A,85.95943948,62.63400487
25,51,24.31334971,87.47409052,6.074209622,48.11248366,21.65901357,Maturity,2.737400893,45.58994777,12.98618164,18664.59606,4,1.25177324,20026.33346,5,Urea,20,79,Variety_A,85.60691092,78.87060964
28,46,24.29105004,88.04541346,6.49889585,51.26046418,22.56554717,Germination,1.083360504,31.30833169,13.4282986,18678.02435,0,-0.36865208,20035.10772,1,Urea,20,92,Variety_A,88.03846426,54.16341382
21,51,24.42998931,86.33904774,6.678805092,48.58241822,20.36529904,Flowering,4.704976816,48.99129935,12.39764418,18690.422,3,1.61061439,20055.12698,4,Urea,20,95,Variety_A,88.24880265,84.75494788
20,45,25.66576039,88.6984228,6.114128685,54.22722466,22.59450884,Germination,1.860608686,29.19689509,14.13013461,18704.55213,0,-0.619381485,20064.41274,1,Urea,30,92.5,Variety_A,87.78399277,50.51062851
7,52,25.07803672,83.46230461,6.405054243,56.39962921,23.60261473,Germination,4.77294682,29.58250274,14.34032572,18718.89246,0,-0.573591251,20082.66541,1,Urea,30,75,Variety_A,81.70539954,51.17772974
6,55,24.88910524,85.87059083,6.110142735,51.70699144,22.9779519,Maturity,2.728407856,24.8794847,13.93352857,18732.82599,4,-1.216471993,20099.5544,5,Urea,20,71,Variety_A,82.35702315,43.04150853
13,54,25.42900869,82.91481799,6.828982708,56.34144589,21.98832888,Tillering,4.475079093,40.58312479,13.70866878,18746.53466,1,0.566974448,20113.00974,2,Urea,30,84,Variety_A,84.6264021,70.20880589
17,55,24.37118217,87.1269128,6.451499764,44.63907691,21.8508159,Maturity,3.338932168,39.10101855,13.11099904,18759.64566,4,0.478431352,20128.98459,5,Urea,20,86.5,Variety_A,87.18282913,67.64476209
6,53,26.4930645,88.59143088,6.313512999,46.06382209,22.68604795,Germination,1.284583473,46.35430561,14.58955623,18774.23521,0,1.418031016,20138.5198,1,Urea,30,85,Variety_A,86.88104904,80.19294871
10,49,25.83202912,89.00481725,6.755192025,45.24690619,23.55893637,Tillering,4.119546464,26.30760825,14.69548275,18788.93069,1,-0.997580597,20158.05024,2,Urea,30,83,Variety_A,86.28833549,45.51216227
11,46,24.41592661,89.39655519,6.623167177,40.32161859,20.96609981,Tillering,4.908719272,32.7935827,12.69101321,18801.62171,1,-0.286736683,20172.53043,2,Urea,20,86,Variety_A,85.93854855,56.73289807
25,52,24.37190239,81.2514818,6.12532356,44.20899581,22.87835573,Flowering,1.70880919,24.83629565,13.62512906,18815.24684,3,-1.200581259,20185.95565,4,Urea,20,80.5,Variety_A,83.04969599,42.96679147
7,47,24.24782473,83.03687902,6.653867608,54.7657624,20.70213654,Germination,4.435937958,27.17666852,12.47498063,18827.72182,0,-0.859279857,20199.15776,1,Urea,20,87,Variety_A,82.70988997,47.01563654
12,46,24.64458469,85.49938185,6.343942518,48.31219031,22.68185574,Maturity,4.2148626,47.96560516,13.66322021,18841.38504,4,1.534900904,20217.5999,5,Urea,20,74.5,Variety_A,81.71389031,82.98049693
22,52,24.89681131,86.10782926,6.217300786,53.14626213,21.40942244,Germination,1.788986574,30.31736697,13.15311688,18854.53815,0,-0.486327408,20225.32714,1,Urea,20,81.5,Variety_A,85.64301963,52.44904486
19,46,25.41864024,81.12122989,6.286387658,49.52320689,23.12429312,Germination,1.133835496,47.95499029,14.27146668,18868.80962,0,1.608109523,20239.94346,1,Urea,30,89,Variety_A,83.39990364,82.9621332
22,50,26.26028739,86.14585891,6.7698938,58.97878791,23.08386249,Maturity,3.710302421,31.71889432,14.67207494,18883.4817,4,-0.401360321,20262.192,5,Urea,30,84.5,Variety_A,86.73898069,54.87368717
30,50,24.90123934,87.20772913,6.744966312,46.59207341,21.5920911,Tillering,4.359248783,42.60834794,13.24666522,18896.72836,1,0.788933009,20274.08761,2,Urea,20,98.5,Variety_A,90.31134009,73.71244194
14,52,24.84740848,89.20454622,6.391858432,59.67927244,23.27825242,Panicle Initiation,1.399000302,25.5343591,14.06283045,18910.79119,2,-1.14218887,20287.19019,3,Urea,20,78,Variety_A,85.77635156,44.17444124
23,47,26.98212846,86.70068316,6.770434148,42.91292205,24.39386678,Germination,1.09732373,38.08064654,15.68799762,18926.47919,0,0.435548468,20301.57651,1,Urea,30,87,Variety_A,87.30545345,65.87951851
16,45,26.90435747,86.25426228,6.727468157,59.75980023,23.14131453,Flowering,2.530825961,47.11740312,15.022836,18941.50203,3,1.392527529,20322.03285,4,Urea,30,71,Variety_A,82.72535502,81.5131074
5,47,25.86475496,86.67468041,6.662244646,41.16554802,22.88405785,Panicle Initiation,4.919211588,26.68005692,14.37440641,18955.87643,2,-1.005753853,20338.79564,3,Urea,30,70,Variety_A,81.58058898,46.15649847
7,45,26.70607759,81.14149505,6.944640222,51.51033554,22.53790133,Flowering,4.83405166,21.10973153,14.62198946,18970.49842,3,-1.634284395,20355.33247,4,Urea,30,72,Variety_A,79.51996269,36.51983555
18,50,26.44019475,80.91934337,6.507110986,47.81847573,24.50070244,Tillering,3.093370759,41.53045077,15.47044859,18985.96887,1,0.670798618,20368.06224,2,Urea,30,74.5,Variety_A,81.64001618,71.84767983
5,55,26.283443,84.42478917,6.520663422,50.78669728,25.1959702,Tillering,4.580144421,25.15528301,15.7397066,19001.70858,1,-1.123872088,20386.28872,2,Urea,30,85.5,Variety_A,85.23816984,43.51863961
23,51,26.84366082,83.85039964,6.106500787,40.228644,22.54415273,Germination,3.641889607,32.79183288,14.69390677,19016.40248,0,-0.192488907,20400.04437,1,Urea,30,91,Variety_A,87.02656462,56.72987088
30,50,26.03967219,83.9862443,6.277484043,43.87712348,24.28058023,Flowering,4.032622095,46.18658318,15.16012621,19031.56261,3,1.284197305,20419.59523,4,Urea,30,96.5,Variety_A,88.47548145,79.9027889
10,53,24.92994759,85.00802358,6.195142279,48.75859458,21.10792196,Panicle Initiation,4.022091823,28.75586454,13.01893478,19044.58154,2,-0.758557042,20432.60364,3,Urea,20,73,Variety_A,82.39307619,49.74764565
11,51,25.50736962,84.24340241,6.792035575,44.2068997,23.48689879,Maturity,4.668273301,44.31526513,14.49713421,19059.07868,4,1.099858271,20450.74695,5,Urea,30,81.5,Variety_A,83.9998704,76.66540867
21,55,25.4438391,87.9392312,6.472756256,57.51549686,22.65390656,Flowering,2.372509736,23.30770686,14.04887283,19073.12755,3,-1.37848072,20462.50006,4,Urea,30,95,Variety_A,90.13080499,40.32233287
6,45,26.12588914,86.5507939,6.000975617,40.71210074,23.28797704,Maturity,1.078662767,47.54082222,14.70693309,19087.83448,4,1.484275842,20477.91315,5,Urea,30,75,Variety_A,81.92633798,82.24562244
20,55,25.10474753,87.5267616,6.587791262,59.26519444,22.14467793,Flowering,1.437148768,20.04911338,13.62471273,19101.4592,3,-1.757720729,20491.89635,4,Urea,30,83.5,Variety_A,87.45795457,34.68496615
7,48,26.27520631,86.63249555,6.956508826,54.38748495,23.26933388,Panicle Initiation,3.25575587,41.4676182,14.77227009,19116.23147,2,0.755217609,20508.48722,3,Urea,30,73.5,Variety_A,83.00023559,71.73897949
24,55,26.27061608,83.09194521,6.259086583,46.76837499,22.74130965,Panicle Initiation,4.915694166,44.78340849,14.50596286,19130.73743,2,1.150077313,20525.65312,3,Urea,30,85,Variety_A,86.20967099,77.47529669
21,54,26.73690828,87.82430156,6.747537642,47.46447019,24.59445495,Panicle Initiation,3.591454664,41.58579139,15.66568162,19146.40311,2,0.769290221,20540.99457,3,Urea,30,92.5,Variety_A,90.05543668,71.9434191
25,51,25.04746944,85.5667282,6.932537231,56.72496677,22.74543085,Maturity,1.697662323,29.38608039,13.89645015,19160.29956,4,-0.679381958,20555.99722,5,Urea,30,94,Variety_A,88.46187421,50.83791907
25,54,24.69368934,85.56967628,6.353107393,48.99390828,22.33835472,Flowering,4.049961844,43.73246078,13.51602203,19173.81558,3,0.99858285,20571.86555,4,Urea,20,84,Variety_A,86.57417831,75.65715715
10,53,24.54356968,84.60808277,6.211748957,42.00660251,19.97680032,Panicle Initiation,2.841195342,48.34476864,12.260185,19186.07577,2,1.574180617,20582.91696,3,Urea,20,81.5,Variety_A,83.74851863,83.63644975
22,54,25.89762315,81.96664832,6.277245254,54.49960057,22.90540646,Panicle Initiation,4.533591873,32.19518691,14.40151481,19200.47728,2,-0.348986565,20600.01088,3,Urea,30,79.5,Variety_A,84.00872057,55.69767335
14,50,26.6333118,84.31756844,6.560443519,56.31866159,24.79254926,Maturity,4.989405218,29.02832974,15.71293053,19216.19021,4,-0.722018201,20619.17962,5,Urea,30,79.5,Variety_A,84.04837505,50.21901045
30,49,25.35794749,80.45846265,6.903020221,47.72078245,20.97408235,Maturity,4.08578312,36.59840149,13.16601492,19229.35623,4,0.180172804,20632.44201,5,Urea,30,99,Variety_A,87.11422245,63.31523458
12,47,25.28784623,89.63667876,6.765094964,58.28697664,21.04323778,Panicle Initiation,4.330984751,29.97639016,13.165542,19242.52177,2,-0.613211185,20644.85276,3,Urea,30,78,Variety_A,85.19253485,51.85915498
7,45,26.63838589,84.69546874,6.189213927,48.32428609,21.65207544,Panicle Initiation,4.543075712,39.03448055,14.14523066,19256.667,2,0.46546828,20660.21008,3,Urea,30,81,Variety_A,82.61661708,67.52965135
18,50,25.3310446,84.30533791,6.904241707,41.53218699,21.57233095,Tillering,2.761981548,37.47129168,13.45168778,19270.11869,1,0.225926601,20671.88067,2,Urea,30,82,Variety_A,84.62763182,64.82533461
23,55,26.89750174,83.89241484,6.463271076,43.97193745,24.71488499,Maturity,4.661047709,37.30616453,15.80619337,19285.92488,4,0.264523055,20693.58593,5,Urea,30,80.5,Variety_A,85.98317076,64.53966464
24,47,26.98603693,89.4138489,6.260838965,58.54876687,22.5521469,Maturity,3.915323741,33.22847875,14.76909192,19300.69398,4,-0.221450072,20708.6093,5,Urea,30,95.5,Variety_A,90.1578426,57.48526824
17,55,27.57826922,94.11878202,6.776533055,28.08253201,25.76019999,Flowering,3.556026906,21.39311345,16.6692346,19317.36321,3,-1.60130398,20724.91924,4,Urea,30,93.5,Variety_A,93.55661853,37.01008627
27,48,27.82054812,93.03555162,6.528404378,26.32405487,26.16664837,Germination,2.030030337,45.25747744,16.99359824,19334.35681,0,1.287784588,20738.38684,1,Urea,30,94.5,Variety_A,92.76303768,78.29543597
25,52,29.09910406,94.22237826,6.750145572,22.52497327,26.06788843,Panicle Initiation,1.100796354,22.7410654,17.58349624,19351.9403,2,-1.474827254,20758.0411,3,Urea,30,89,Variety_A,93.5009181,39.34204314
18,52,28.04943594,90.83130708,6.562832807,20.76223014,25.21541577,Flowering,1.267959428,25.1234132,16.63242586,19368.57273,3,-1.167166086,20776.84069,4,Urea,30,94,Variety_A,91.5731276,43.46350484
26,45,29.91690582,94.55695552,6.117530021,28.16057247,26.44320289,Maturity,2.263192125,40.69751679,18.18005435,19386.75278,4,0.668699872,20798.01598,5,Urea,30,83,Variety_A,91.1157581,70.40670405
25,49,29.86895762,93.25103208,6.076459669,26.26243014,26.01130751,Flowering,1.368350182,32.73624996,17.94013257,19404.69292,3,-0.281172698,20815.06127,4,Urea,30,77.5,Variety_A,90.01897489,56.63371243
24,53,29.17220859,92.21405224,6.293486295,21.30290472,28.11267726,Maturity,3.605983293,24.84630735,18.64244292,19423.33536,4,-1.220426025,20837.94134,5,Urea,30,97,Variety_A,93.95200133,42.98411172
30,51,29.24908541,90.06998135,6.069171847,25.93496537,25.3222645,Panicle Initiation,1.652259318,34.09015431,17.28567495,19440.62103,2,-0.123325048,20852.27329,3,Urea,30,97.5,Variety_A,93.07612795,58.97596696
6,52,27.76317235,90.35567642,6.740983646,25.21609113,25.49868397,Maturity,3.812978269,30.01797248,16.63092816,19457.25196,4,-0.604073906,20874.06494,5,Urea,30,85.5,Variety_A,88.42769734,51.93109239
26,52,28.82629037,94.26765349,6.201797639,26.23838511,26.04803292,Panicle Initiation,1.294855528,22.45697278,17.43716165,19474.68912,2,-1.508658322,20887.98398,3,Urea,30,93,Variety_A,93.98542148,38.85056291
30,48,28.52379742,92.09688432,6.041027474,29.86681385,25.36070756,Germination,1.622101941,38.78648437,16.94225249,19491.63138,0,0.519365475,20904.25348,1,Urea,30,79.5,Variety_A,89.58257761,67.10061796
9,52,29.06785065,90.97685539,6.019372459,29.1194739,24.07219493,Maturity,3.640945972,37.08526108,16.57002279,19508.2014,4,0.238196078,20927.84235,5,Urea,30,88,Variety_A,89.62719143,64.15750167
7,45,29.08417927,90.73891887,6.704104127,25.33014238,25.23330166,Panicle Initiation,1.303238497,40.0466874,17.15874047,19525.36014,2,0.586006572,20941.66338,3,Urea,30,67.5,Variety_A,84.22559362,69.2807692
21,55,28.47090661,94.79453182,6.494251024,21.08484101,23.63135994,Panicle Initiation,1.439293763,27.34198627,16.05113327,19541.41127,2,-0.926928233,20958.85057,3,Urea,30,80,Variety_A,91.78217917,47.30163625
26,45,28.27973674,90.38971208,6.224535449,21.58992507,25.01377358,Germination,2.288887823,38.82865771,16.64675516,19558.05803,0,0.524373486,20975.34692,1,Urea,30,90,Variety_A,89.84147201,67.17357784
27,55,28.47212559,91.21322065,6.160414414,20.88620369,24.35072198,Germination,1.627506952,26.11888217,16.41142378,19574.46945,0,-0.984890137,20992.09696,1,Urea,30,88.5,Variety_A,92.09170921,45.18566615
5,55,29.68846716,94.30111601,6.168757984,26.83924845,28.33575444,Flowering,1.349924957,29.38281298,19.0121108,19593.48156,3,-0.671450737,21014.83149,4,Urea,30,89.5,Variety_A,92.12719966,50.83226646
14,51,27.02415146,91.66737633,6.085444691,21.26034986,25.47987049,Germination,3.944857781,36.21838301,16.25201098,19609.73357,0,0.214407929,21031.67843,1,Urea,30,87.5,Variety_A,89.39461556,62.65780261
18,48,29.09588297,94.16748386,6.159050816,26.70581328,24.77050297,Flowering,4.711299582,37.51429138,16.93319297,19626.66677,3,0.274902945,21053.37807,4,Urea,30,74,Variety_A,88.61752561,64.89972409
14,48,29.69238699,92.58862544,6.606033244,29.1102594,24.99889358,Flowering,2.457215574,24.59646833,17.34564029,19644.01241,3,-1.228492723,21069.46962,4,Urea,30,74.5,Variety_A,88.03488746,42.55189021
9,53,28.20619412,92.86798698,6.447662945,28.78654515,24.39593519,Tillering,4.786417889,41.90978857,16.30106466,19660.31347,1,0.712372937,21087.09989,2,Urea,30,73.5,Variety_A,87.7850689,72.50393423
6,53,29.05248036,93.92217834,6.105909623,23.66620626,24.36222903,Tillering,1.910439419,40.16842125,16.7073547,19677.02083,1,0.521524148,21101.93127,2,Urea,30,79.5,Variety_A,89.34562709,69.49136876
